fund,fund_178,933443,1/3/2005,
fund,fund_179,1159527,1/3/2005,
fund,fund_180,742965,1/3/2005,
fund,fund_181,930277,1/3/2005,
fund,fund_182,687308,1/3/2005,
fund,fund_183,1491453,1/3/2005,
fund,fund_184,1251426,1/3/2005,
fund,fund_185,958988,1/3/2005,
fund,fund_186,1377928,1/3/2005,
fund,fund_187,1119498,1/3/2005,
fund,fund_188,1355142,1/3/2005,
fund,fund_189,636273,1/3/2005,
fund,fund_190,817123,1/3/2005,
fund,fund_191,667666,1/3/2005,
fund,fund_192,948919,1/3/2005,
fund,fund_193,829393,1/3/2005,
fund,fund_194,1140275,1/3/2005,
fund,fund_195,1474685,1/3/2005,
fund,fund_196,684881,1/3/2005,
fund,fund_197,1263747,1/3/2005,
fund,fund_198,660895,1/3/2005,
fund,fund_199,669253,1/3/2005,
fund,fund_200,1286968,1/3/2005,
fund,fund_201,945749,1/3/2005,
fund,fund_202,657357,1/3/2005,
fund,fund_203,945918,1/3/2005,
fund,fund_204,1347723,1/3/2005,
fund,fund_205,557273,1/3/2005,
fund,fund_206,653257,1/3/2005,
fund,fund_207,1350668,1/3/2005,
fund,fund_208,1185886,1/3/2005,
fund,fund_209,1317808,1/3/2005,
fund,fund_210,876494,1/3/2005,
fund,fund_211,1128653,1/3/2005,
fund,fund_212,1206470,1/3/2005,
fund,fund_213,521304,1/3/2005,
fund,fund_214,1062218,1/3/2005,
fund,fund_215,1028144,1/3/2005,
fund,fund_216,1294126,1/3/2005,
fund,fund_217,689039,1/3/2005,
fund,fund_218,504692,1/3/2005,
fund,fund_219,848618,1/3/2005,
fund,fund_220,938278,1/3/2005,
fund,fund_221,618647,1/3/2005,
fund,fund_222,864931,1/3/2005,
fund,fund_223,550655,1/3/2005,
fund,fund_224,1380771,1/3/2005,
fund,fund_225,1329122,1/3/2005,
fund,fund_226,1251933,1/3/2005,
fund,fund_227,603358,1/3/2005,
fund,fund_228,1439721,1/3/2005,
fund,fund_229,616010,1/3/2005,
fund,fund_230,743750,1/3/2005,
fund,fund_231,1289619,1/3/2005,
fund,fund_232,551441,1/3/2005,
fund,fund_233,1422380,1/3/2005,
fund,fund_234,855737,1/3/2005,
fund,fund_235,738993,1/3/2005,
fund,fund_236,959837,1/3/2005,
fund,fund_237,640030,1/3/2005,
fund,fund_238,1377970,1/3/2005,
fund,fund_239,1488055,1/3/2005,
fund,fund_240,1200377,1/3/2005,
fund,fund_241,1064095,1/3/2005,
fund,fund_242,500483,1/3/2005,
fund,fund_243,1253781,1/3/2005,
fund,fund_244,572185,1/3/2005,
fund,fund_245,1109869,1/3/2005,
fund,fund_246,705871,1/3/2005,
fund,fund_247,1464199,1/3/2005,
fund,fund_248,740128,1/3/2005,
fund,fund_249,1446865,1/3/2005,
fund,fund_250,730175,1/3/2005,
fund,fund_251,964942,1/3/2005,
fund,fund_252,620084,1/3/2005,
fund,fund_253,959563,1/3/2005,
fund,fund_254,705917,1/3/2005,
fund,fund_255,1011042,1/3/2005,
fund,fund_256,1313188,1/3/2005,
fund,fund_257,1054711,1/3/2005,
fund,fund_258,508596,1/3/2005,
fund,fund_259,503154,1/3/2005,
fund,fund_260,1056010,1/3/2005,
fund,fund_261,1138541,1/3/2005,
fund,fund_262,543519,1/3/2005,
fund,fund_263,1402585,1/3/2005,
fund,fund_264,782001,1/3/2005,
fund,fund_265,692563,1/3/2005,
fund,fund_266,1294905,1/3/2005,
fund,fund_267,1255451,1/3/2005,
fund,fund_268,1281144,1/3/2005,
fund,fund_269,1282839,1/3/2005,
fund,fund_270,745882,1/3/2005,
fund,fund_271,742058,1/3/2005,
fund,fund_272,815806,1/3/2005,
fund,fund_273,622826,1/3/2005,
fund,fund_274,739118,1/3/2005,
fund,fund_275,1173616,1/3/2005,
fund,fund_276,1089036,1/3/2005,
fund,fund_277,551641,1/3/2005,
fund,fund_278,574001,1/3/2005,
fund,fund_279,1240719,1/3/2005,
fund,fund_280,731309,1/3/2005,
fund,fund_281,696986,1/3/2005,
fund,fund_282,1411568,1/3/2005,
fund,fund_283,786800,1/3/2005,
fund,fund_284,871008,1/3/2005,
fund,fund_285,1452702,1/3/2005,
fund,fund_286,1491625,1/3/2005,
fund,fund_287,990363,1/3/2005,
fund,fund_288,1486845,1/3/2005,
fund,fund_289,1253138,1/3/2005,
fund,fund_290,920516,1/3/2005,
fund,fund_291,852227,1/3/2005,
fund,fund_292,884954,1/3/2005,
fund,fund_293,570474,1/3/2005,
fund,fund_294,1335959,1/3/2005,
fund,fund_295,692365,1/3/2005,
fund,fund_296,533878,1/3/2005,
fund,fund_297,851004,1/3/2005,
fund,fund_298,1256308,1/3/2005,
fund,fund_299,1307214,1/3/2005,
fund,fund_300,862682,1/3/2005,
fund,fund_301,901240,1/3/2005,
fund,fund_302,1308004,1/3/2005,
fund,fund_303,547014,1/3/2005,
fund,fund_304,564715,1/3/2005,
fund,fund_305,1463061,1/3/2005,
fund,fund_306,846555,1/3/2005,
fund,fund_307,831081,1/3/2005,
fund,fund_308,858893,1/3/2005,
fund,fund_309,596022,1/3/2005,
fund,fund_310,1201677,1/3/2005,
fund,fund_311,1466450,1/3/2005,
fund,fund_312,655671,1/3/2005,
fund,fund_313,1342083,1/3/2005,
fund,fund_314,1227333,1/3/2005,
fund,fund_315,591660,1/3/2005,
fund,fund_316,1098732,1/3/2005,
fund,fund_317,657466,1/3/2005,
fund,fund_318,1468500,1/3/2005,
fund,fund_319,1150795,1/3/2005,
fund,fund_320,719486,1/3/2005,
fund,fund_321,796696,1/3/2005,
fund,fund_322,1065982,1/3/2005,
fund,fund_323,1187436,1/3/2005,
fund,fund_324,1250679,1/3/2005,
fund,fund_325,1069369,1/3/2005,
fund,fund_326,1214049,1/3/2005,
fund,fund_327,719382,1/3/2005,
fund,fund_328,1166267,1/3/2005,
fund,fund_329,829818,1/3/2005,
fund,fund_330,1080302,1/3/2005,
fund,fund_331,1247611,1/3/2005,
fund,fund_332,781363,1/3/2005,
fund,fund_333,503569,1/3/2005,
fund,fund_334,840551,1/3/2005,
fund,fund_335,512366,1/3/2005,
fund,fund_336,529579,1/3/2005,
fund,fund_337,1485795,1/3/2005,
fund,fund_338,780884,1/3/2005,
fund,fund_339,1366042,1/3/2005,
fund,fund_340,569713,1/3/2005,
fund,fund_341,749241,1/3/2005,
fund,fund_342,679039,1/3/2005,
fund,fund_343,668530,1/3/2005,
fund,fund_344,790589,1/3/2005,
fund,fund_345,1320969,1/3/2005,
fund,fund_346,500802,1/3/2005,
fund,fund_347,1337606,1/3/2005,
fund,fund_348,1367324,1/3/2005,
fund,fund_349,577180,1/3/2005,
fund,fund_350,1357373,1/3/2005,
fund,fund_351,841367,1/3/2005,
fund,fund_352,771595,1/3/2005,
fund,fund_353,1087960,1/3/2005,
fund,fund_354,1132891,1/3/2005,
fund,fund_355,914473,1/3/2005,
fund,fund_356,1094489,1/3/2005,
fund,fund_357,814052,1/3/2005,
fund,fund_358,1382821,1/3/2005,
fund,fund_359,1474201,1/3/2005,
fund,fund_360,704021,1/3/2005,
fund,fund_361,1072970,1/3/2005,
fund,fund_362,861355,1/3/2005,
fund,fund_363,881952,1/3/2005,
fund,fund_364,1386600,1/3/2005,
fund,fund_365,1469101,1/3/2005,
fund,fund_366,1287627,1/3/2005,
fund,fund_367,553871,1/3/2005,
fund,fund_368,1412773,1/3/2005,
fund,fund_369,675265,1/3/2005,
fund,fund_370,1119126,1/3/2005,
fund,fund_371,1449921,1/3/2005,
fund,fund_372,1251200,1/3/2005,
fund,fund_373,502054,1/3/2005,
fund,fund_374,1194129,1/3/2005,
fund,fund_375,760864,1/3/2005,
fund,fund_376,736575,1/3/2005,
fund,fund_377,1050733,1/3/2005,
fund,fund_378,876845,1/3/2005,
fund,fund_379,655901,1/3/2005,
fund,fund_380,1294092,1/3/2005,
fund,fund_381,967328,1/3/2005,
fund,fund_382,925167,1/3/2005,
fund,fund_383,1225863,1/3/2005,
fund,fund_384,1484153,1/3/2005,
fund,fund_385,1307318,1/3/2005,
fund,fund_386,849343,1/3/2005,
fund,fund_387,941068,1/3/2005,
fund,fund_388,1250722,1/3/2005,
fund,fund_389,553992,1/3/2005,
fund,fund_390,1335197,1/3/2005,
fund,fund_391,1321751,1/3/2005,
fund,fund_392,943301,1/3/2005,
fund,fund_393,542073,1/3/2005,
fund,fund_394,851163,1/3/2005,
fund,fund_395,1407737,1/3/2005,
fund,fund_396,506759,1/3/2005,
fund,fund_397,1376062,1/3/2005,
fund,fund_398,1138940,1/3/2005,
fund,fund_399,1371013,1/3/2005,
fund,fund_400,1316266,1/3/2005,
fund,fund_401,839391,1/3/2005,
fund,fund_402,1409065,1/3/2005,
fund,fund_403,779102,1/3/2005,
fund,fund_404,1069474,1/3/2005,
fund,fund_405,564795,1/3/2005,
fund,fund_406,1113473,1/3/2005,
fund,fund_407,1057728,1/3/2005,
fund,fund_408,904817,1/3/2005,
fund,fund_409,884450,1/3/2005,
fund,fund_410,964641,1/3/2005,
fund,fund_411,665214,1/3/2005,
fund,fund_412,926228,1/3/2005,
fund,fund_413,1365332,1/3/2005,
fund,fund_414,1235256,1/3/2005,
fund,fund_415,935200,1/3/2005,
fund,fund_416,793400,1/3/2005,
fund,fund_417,1157469,1/3/2005,
fund,fund_418,1401055,1/3/2005,
fund,fund_419,670231,1/3/2005,
fund,fund_420,954352,1/3/2005,
fund,fund_421,942676,1/3/2005,
fund,fund_422,1298040,1/3/2005,
fund,fund_423,1132432,1/3/2005,
fund,fund_424,1469017,1/3/2005,
fund,fund_425,1107702,1/3/2005,
fund,fund_426,723061,1/3/2005,
fund,fund_427,853295,1/3/2005,
fund,fund_428,938900,1/3/2005,
fund,fund_429,1134329,1/3/2005,
fund,fund_430,731546,1/3/2005,
fund,fund_431,932513,1/3/2005,
fund,fund_432,1267725,1/3/2005,
fund,fund_433,1182090,1/3/2005,
fund,fund_434,1243777,1/3/2005,
fund,fund_435,519470,1/3/2005,
fund,fund_436,685300,1/3/2005,
fund,fund_437,1145580,1/3/2005,
fund,fund_438,663962,1/3/2005,
fund,fund_439,1467079,1/3/2005,
fund,fund_440,1240583,1/3/2005,
fund,fund_441,958509,1/3/2005,
fund,fund_442,1362631,1/3/2005,
fund,fund_443,597204,1/3/2005,
fund,fund_444,1163233,1/3/2005,
fund,fund_445,763498,1/3/2005,
fund,fund_446,708361,1/3/2005,
fund,fund_447,1394947,1/3/2005,
fund,fund_448,1447357,1/3/2005,
fund,fund_449,1071508,1/3/2005,
fund,fund_450,934504,1/3/2005,
fund,fund_451,1331630,1/3/2005,
fund,fund_452,1460367,1/3/2005,
fund,fund_453,634087,1/3/2005,
fund,fund_454,1043104,1/3/2005,
fund,fund_455,1422063,1/3/2005,
fund,fund_456,1312649,1/3/2005,
fund,fund_457,920402,1/3/2005,
fund,fund_458,1301789,1/3/2005,
fund,fund_459,1294042,1/3/2005,
fund,fund_460,709143,1/3/2005,
fund,fund_461,523614,1/3/2005,
fund,fund_462,846027,1/3/2005,
fund,fund_463,1394369,1/3/2005,
fund,fund_464,715354,1/3/2005,
fund,fund_465,769535,1/3/2005,
fund,fund_466,1415052,1/3/2005,
fund,fund_467,1393212,1/3/2005,
fund,fund_468,662901,1/3/2005,
fund,fund_469,1136794,1/3/2005,
fund,fund_470,805717,1/3/2005,
fund,fund_471,1446584,1/3/2005,
fund,fund_472,1488369,1/3/2005,
fund,fund_473,634257,1/3/2005,
fund,fund_474,1202420,1/3/2005,
fund,fund_475,1336453,1/3/2005,
fund,fund_476,1458507,1/3/2005,
fund,fund_477,894606,1/3/2005,
fund,fund_478,1204126,1/3/2005,
fund,fund_479,591413,1/3/2005,
fund,fund_480,1257745,1/3/2005,
fund,fund_481,935005,1/3/2005,
fund,fund_482,1149567,1/3/2005,
fund,fund_483,938138,1/3/2005,
fund,fund_484,873987,1/3/2005,
fund,fund_485,584148,1/3/2005,
fund,fund_486,1219012,1/3/2005,
fund,fund_487,1330736,1/3/2005,
fund,fund_488,1299416,1/3/2005,
fund,fund_489,905052,1/3/2005,
fund,fund_490,1261547,1/3/2005,
fund,fund_491,1453037,1/3/2005,
fund,fund_492,836092,1/3/2005,
fund,fund_493,1157988,1/3/2005,
fund,fund_494,1019432,1/3/2005,
fund,fund_495,610721,1/3/2005,
fund,fund_496,1175044,1/3/2005,
fund,fund_497,944125,1/3/2005,
fund,fund_498,1222757,1/3/2005,
fund,fund_499,1387128,1/3/2005,
fund,fund_500,892535,1/3/2005,
fund,fund_501,779165,1/3/2005,
fund,fund_502,922316,1/3/2005,
fund,fund_503,974030,1/3/2005,
fund,fund_504,703312,1/3/2005,
fund,fund_505,814539,1/3/2005,
fund,fund_506,1270360,1/3/2005,
fund,fund_507,950153,1/3/2005,
fund,fund_508,1207980,1/3/2005,
fund,fund_509,689355,1/3/2005,
fund,fund_510,1493926,1/3/2005,
fund,fund_511,550011,1/3/2005,
fund,fund_512,1495254,1/3/2005,
fund,fund_513,1034963,1/3/2005,
fund,fund_514,1039429,1/3/2005,
fund,fund_515,1311085,1/3/2005,
fund,fund_516,688873,1/3/2005,
fund,fund_517,686380,1/3/2005,
fund,fund_518,733249,1/3/2005,
fund,fund_519,991079,1/3/2005,
fund,fund_520,1294828,1/3/2005,
fund,fund_521,1335926,1/3/2005,
fund,fund_522,765222,1/3/2005,
fund,fund_523,1151529,1/3/2005,
fund,fund_524,1271266,1/3/2005,
fund,fund_525,564888,1/3/2005,
fund,fund_526,907507,1/3/2005,
fund,fund_527,874124,1/3/2005,
fund,fund_528,658501,1/3/2005,
fund,fund_529,1094815,1/3/2005,
fund,fund_530,840426,1/3/2005,
fund,fund_531,1045413,1/3/2005,
fund,fund_532,928270,1/3/2005,
fund,fund_533,601369,1/3/2005,
fund,fund_534,844413,1/3/2005,
fund,fund_535,1127751,1/3/2005,
fund,fund_536,1085618,1/3/2005,
fund,fund_537,988024,1/3/2005,
fund,fund_538,1102376,1/3/2005,
fund,fund_539,684104,1/3/2005,
fund,fund_540,1254474,1/3/2005,
fund,fund_541,958572,1/3/2005,
fund,fund_542,511848,1/3/2005,
fund,fund_543,711842,1/3/2005,
fund,fund_544,1361892,1/3/2005,
fund,fund_545,1033091,1/3/2005,
fund,fund_546,672192,1/3/2005,
fund,fund_547,1324493,1/3/2005,
fund,fund_548,590504,1/3/2005,
fund,fund_549,724379,1/3/2005,
fund,fund_550,965620,1/3/2005,
fund,fund_551,743755,1/3/2005,
fund,fund_552,1086416,1/3/2005,
fund,fund_553,1493187,1/3/2005,
fund,fund_554,1380970,1/3/2005,
fund,fund_555,1399700,1/3/2005,
fund,fund_556,818996,1/3/2005,
fund,fund_557,1437459,1/3/2005,
fund,fund_558,1430021,1/3/2005,
fund,fund_559,886976,1/3/2005,
fund,fund_560,730356,1/3/2005,
fund,fund_561,1256080,1/3/2005,
fund,fund_562,1172888,1/3/2005,
fund,fund_563,629435,1/3/2005,
fund,fund_564,1334046,1/3/2005,
fund,fund_565,1187311,1/3/2005,
fund,fund_566,1460706,1/3/2005,
fund,fund_567,539650,1/3/2005,
fund,fund_568,1048913,1/3/2005,
fund,fund_569,659681,1/3/2005,
fund,fund_570,1198040,1/3/2005,
fund,fund_571,701147,1/3/2005,
fund,fund_572,987378,1/3/2005,
fund,fund_573,627928,1/3/2005,
fund,fund_574,1259886,1/3/2005,
fund,fund_575,768356,1/3/2005,
fund,fund_576,1428694,1/3/2005,
fund,fund_577,706579,1/3/2005,
fund,fund_578,978239,1/3/2005,
fund,fund_579,1217445,1/3/2005,
fund,fund_580,1039251,1/3/2005,
fund,fund_581,1052563,1/3/2005,
fund,fund_582,1326827,1/3/2005,
fund,fund_583,1366038,1/3/2005,
fund,fund_584,1048471,1/3/2005,
fund,fund_585,1209614,1/3/2005,
fund,fund_586,907502,1/3/2005,
fund,fund_587,1252911,1/3/2005,
fund,fund_588,1399153,1/3/2005,
fund,fund_589,1078148,1/3/2005,
fund,fund_590,635496,1/3/2005,
fund,fund_591,809288,1/3/2005,
fund,fund_592,1027910,1/3/2005,
fund,fund_593,1190311,1/3/2005,
fund,fund_594,1181943,1/3/2005,
fund,fund_595,787478,1/3/2005,
fund,fund_596,843760,1/3/2005,
fund,fund_597,1427144,1/3/2005,
fund,fund_598,689679,1/3/2005,
fund,fund_599,1269855,1/3/2005,
fund,fund_600,860271,1/3/2005,
fund,fund_601,1173865,1/3/2005,
fund,fund_602,952119,1/3/2005,
fund,fund_603,935180,1/3/2005,
fund,fund_604,1348174,1/3/2005,
fund,fund_605,1313391,1/3/2005,
fund,fund_606,1137175,1/3/2005,
fund,fund_607,517483,1/3/2005,
fund,fund_608,1466965,1/3/2005,
fund,fund_609,688956,1/3/2005,
fund,fund_610,832364,1/3/2005,
fund,fund_611,1422208,1/3/2005,
fund,fund_612,953986,1/3/2005,
fund,fund_613,1068356,1/3/2005,
fund,fund_614,1202676,1/3/2005,
fund,fund_615,811548,1/3/2005,
fund,fund_616,1466494,1/3/2005,
fund,fund_617,655827,1/3/2005,
fund,fund_618,620431,1/3/2005,
fund,fund_619,1430861,1/3/2005,
fund,fund_620,1459484,1/3/2005,
fund,fund_621,598169,1/3/2005,
fund,fund_622,1415266,1/3/2005,
fund,fund_623,815778,1/3/2005,
fund,fund_624,868195,1/3/2005,
fund,fund_625,1441102,1/3/2005,
fund,fund_626,1116510,1/3/2005,
fund,fund_627,597865,1/3/2005,
fund,fund_628,597658,1/3/2005,
fund,fund_629,1195461,1/3/2005,
fund,fund_630,734595,1/3/2005,
fund,fund_631,1371757,1/3/2005,
fund,fund_632,847959,1/3/2005,
fund,fund_633,1423908,1/3/2005,
fund,fund_634,1333023,1/3/2005,
fund,fund_635,865295,1/3/2005,
fund,fund_636,982898,1/3/2005,
fund,fund_637,1457783,1/3/2005,
fund,fund_638,920102,1/3/2005,
fund,fund_639,1157397,1/3/2005,
fund,fund_640,1492411,1/3/2005,
fund,fund_641,1292336,1/3/2005,
fund,fund_642,745316,1/3/2005,
fund,fund_643,1110037,1/3/2005,
fund,fund_644,709226,1/3/2005,
fund,fund_645,1005054,1/3/2005,
fund,fund_646,685292,1/3/2005,
fund,fund_647,877121,1/3/2005,
fund,fund_648,1471247,1/3/2005,
fund,fund_649,1242010,1/3/2005,
fund,fund_650,1288795,1/3/2005,
fund,fund_651,1367625,1/3/2005,
fund,fund_652,977441,1/3/2005,
fund,fund_653,1339228,1/3/2005,
fund,fund_654,546711,1/3/2005,
fund,fund_655,643712,1/3/2005,
fund,fund_656,1357048,1/3/2005,
fund,fund_657,703185,1/3/2005,
fund,fund_658,582202,1/3/2005,
fund,fund_659,1120783,1/3/2005,
fund,fund_660,1260344,1/3/2005,
fund,fund_661,512626,1/3/2005,
fund,fund_662,1445060,1/3/2005,
fund,fund_663,1168593,1/3/2005,
fund,fund_664,842117,1/3/2005,
fund,fund_665,546679,1/3/2005,
fund,fund_666,1441625,1/3/2005,
fund,fund_667,1143156,1/3/2005,
fund,fund_668,779429,1/3/2005,
fund,fund_669,560974,1/3/2005,
fund,fund_670,1345605,1/3/2005,
fund,fund_671,967277,1/3/2005,
fund,fund_672,1137382,1/3/2005,
fund,fund_673,534165,1/3/2005,
fund,fund_674,1070040,1/3/2005,
fund,fund_675,1410486,1/3/2005,
fund,fund_676,1455677,1/3/2005,
fund,fund_677,502380,1/3/2005,
fund,fund_678,794844,1/3/2005,
fund,fund_679,1225413,1/3/2005,
fund,fund_680,601300,1/3/2005,
fund,fund_681,812306,1/3/2005,
fund,fund_682,756212,1/3/2005,
fund,fund_683,610477,1/3/2005,
fund,fund_684,790154,1/3/2005,
fund,fund_685,1313479,1/3/2005,
fund,fund_686,508152,1/3/2005,
fund,fund_687,1403606,1/3/2005,
fund,fund_688,1473600,1/3/2005,
fund,fund_689,817399,1/3/2005,
fund,fund_690,1133355,1/3/2005,
fund,fund_691,809542,1/3/2005,
fund,fund_692,786874,1/3/2005,
fund,fund_693,1172411,1/3/2005,
fund,fund_694,959939,1/3/2005,
fund,fund_695,633976,1/3/2005,
fund,fund_696,1274701,1/3/2005,
fund,fund_697,1070808,1/3/2005,
fund,fund_698,615317,1/3/2005,
fund,fund_699,1291388,1/3/2005,
fund,fund_700,737110,1/3/2005,
fund,fund_701,764568,1/3/2005,
fund,fund_702,1201139,1/3/2005,
fund,fund_703,789787,1/3/2005,
fund,fund_704,1093576,1/3/2005,
fund,fund_705,1285365,1/3/2005,
fund,fund_706,1128810,1/3/2005,
fund,fund_707,723909,1/3/2005,
fund,fund_708,823615,1/3/2005,
fund,fund_709,1159139,1/3/2005,
fund,fund_710,1062210,1/3/2005,
fund,fund_711,758866,1/3/2005,
fund,fund_712,948098,1/3/2005,
fund,fund_713,845568,1/3/2005,
fund,fund_714,607992,1/3/2005,
fund,fund_715,1320313,1/3/2005,
fund,fund_716,762552,1/3/2005,
fund,fund_717,1310690,1/3/2005,
fund,fund_718,1048293,1/3/2005,
